name,id,release_date,artists,total_tracks,t_name0,t_name1,t_name2,t_dur0,t_dur1,t_dur2,t_dance0,t_dance1,t_dance2,t_energy0,t_energy1,t_energy2,t_key0,t_key1,t_key2,t_mode0,t_mode1,t_mode2,t_speech0,t_speech1,t_speech2,t_acous0,t_acous1,t_acous2,t_ins0,t_ins1,t_ins2,t_live0,t_live1,t_live2,t_val0,t_val1,t_val2,t_tempo0,t_tempo1,t_tempo2,t_sig0,t_sig1,t_sig2,popularity
O-Town,95106,2001,"O-Town, ",13,Liquid Dreams,Every Six Seconds,Girl,210400,194000.0,216826.0,0.823,0.762,0.8320000000000001,0.7,0.884,0.583,0.0,5.0,2.0,0.0,0.0,1.0,0.035,0.0912,0.113,0.0264,0.00705,0.0377,0.0,0.0,0.0,0.0531,0.15,0.319,0.75,0.87,0.652,108.019,119.71,91.575,4.0,4.0,4.0,47
O.T.S.,122211,2021-08-20,"Lionmilk, Lionmilk Quartet, ",14,Welcome Back,Take a Breath,Caleb's Vocoder Solo,152011,327977.0,93335.0,0.29100000000000004,0.233,0.289,0.511,0.5379999999999999,0.229,3.0,9.0,1.0,0.0,1.0,0.0,0.0338,0.0323,0.0369,0.62,0.606,0.957,0.174,0.757,0.911,0.219,0.28300000000000003,0.113,0.128,0.251,0.11,89.681,84.57,124.038,4.0,4.0,4.0,22
OCP Showcase 2014,5388,2014-05-01,"Various Artists, ",21,Festival Canticle: Worthy Is Christ,Hymn of Praise (Te Deum),Ave Maria (Trilingual),237546,235853.0,200760.0,0.1,0.132,0.187,0.21600000000000005,0.28600000000000003,0.374,2.0,5.0,2.0,1.0,1.0,0.0,0.0316,0.0379,0.0325,0.8759999999999999,0.93,0.968,0.851,0.0196,0.136,0.106,0.0987,0.236,0.255,0.075,0.157,78.959,73.596,83.802,4.0,4.0,4.0,4
OH NO,41255,2021-03-26,"Xiu Xiu, ",15,Sad Mezcalita,I Cannot Resist,The Grifters,239530,209680.0,192082.0,0.5529999999999999,0.21,0.274,0.469,0.379,0.443,3.0,9.0,8.0,1.0,0.0,0.0,0.0349,0.049,0.0342,0.73,0.727,0.583,0.637,0.2,0.196,0.136,0.127,0.11,0.0753,0.108,0.555,106.994,81.437,177.91,4.0,4.0,4.0,40
OIABM Remixes - Part One,110209,2020-07-10,"Nils Hoffmann, Tinlicker, Flowers on Monday, ",3,Wherever You Are - Tinlicker Remix,Once in a Blue Moon - Flowers on Monday Remix,Wherever You Are - Tinlicker Remix Edit,348240,389993.0,253560.0,0.596,0.655,0.5539999999999999,0.826,0.775,0.9,7.0,10.0,7.0,0.0,0.0,0.0,0.0391,0.0357,0.0367,0.0169,0.00271,0.0803,0.8190000000000001,0.853,0.7659999999999999,0.0697,0.136,0.105,0.0376,0.609,0.0395,124.994,121.008,124.992,4.0,4.0,4.0,26
OK Go,76205,2002-01-01,"OK Go, ",12,Get Over It,Don't Ask Me,You're So Damn Hot,196760,166040.0,158533.0,0.389,0.456,0.542,0.767,0.905,0.838,2.0,0.0,0.0,1.0,1.0,1.0,0.149,0.0928,0.0614,0.00127,5.4899999999999986e-05,0.00252,0.0,6.62e-06,0.0,0.435,0.181,0.0351,0.544,0.618,0.74,184.926,187.673,133.745,4.0,4.0,4.0,47
"OK, I'M SICK",8126,2019-02-22,"Badflower, ",13,x ANA x,The Jester,Ghost,276160,245933.0,259519.0,0.445,0.51,0.505,0.958,0.8270000000000001,0.8390000000000001,11.0,2.0,11.0,0.0,1.0,0.0,0.123,0.0419,0.0569,0.00331,0.00708,0.0111,1.55e-06,7.269999999999999e-05,0.0,0.877,0.191,0.211,0.455,0.338,0.326,165.97299999999996,92.92,139.961,4.0,4.0,4.0,59
OKE - Deluxe Edition,93221,2013-10-10,"The Game, ",22,Kill Everything (feat. Diddy),Life Is But a Dream (feat. Elijah Blake),"Astronaut P*ssy (feat. Skeme, ScHoolboy Q)",305521,220192.0,303519.0,0.378,0.334,0.7170000000000001,0.897,0.6859999999999999,0.8220000000000001,3.0,6.0,1.0,0.0,0.0,1.0,0.637,0.408,0.24,0.434,0.353,0.264,0.0,0.0,0.0,0.162,0.505,0.0648,0.408,0.353,0.591,83.368,76.796,123.957,4.0,4.0,4.0,35
OMGRONNY,64235,2018-02-23,"Ronny J, ",11,Thriller (Forever) (feat. Ski Mask the Slump God),One Time (feat. Smokepurpp),824,142475,110520.0,210267.0,0.672,0.8220000000000001,0.785,0.589,0.615,0.7120000000000001,0.0,0.0,1.0,1.0,1.0,1.0,0.0564,0.128,0.191,0.000987,0.000167,0.0833,0.00358,0.395,0.00171,0.196,0.201,0.109,0.338,0.336,0.637,155.056,147.043,137.009,4.0,4.0,4.0,43
OOFIE,76975,2019-11-08,"Wiki, ",14,Intro,Downfall,Pesto,121626,149693.0,167933.0,0.41,0.723,0.618,0.546,0.4370000000000001,0.914,4.0,3.0,1.0,0.0,1.0,1.0,0.398,0.341,0.525,0.5529999999999999,0.775,0.0502,2.41e-06,0.0,0.0,0.763,0.106,0.423,0.363,0.867,0.716,86.531,101.52,112.738,4.0,4.0,5.0,38
OPM,156916,2008-12-22,"Sarah Geronimo, ",18,"Ngayon, Bukas at Kailanman (Theme Song from ""Baler"")","Ikaw Ang Aking Pangarap (Theme Song from ""Lobo"")",Kailangan Kita,266573,280506.0,276560.0,0.275,0.34700000000000003,0.374,0.32299999999999995,0.257,0.238,10.0,3.0,5.0,1.0,1.0,1.0,0.0294,0.0348,0.0309,0.8959999999999999,0.838,0.914,1.66e-05,1.07e-05,1.4499999999999997e-05,0.096,0.163,0.108,0.0712,0.146,0.278,86.96,71.321,69.648,4.0,4.0,4.0,36
ORTF,155924,2021-06-18,"Nhyx, ",5,Soulclap,Technicolor,Volupté,190413,202673.0,193613.0,0.7490000000000001,0.6859999999999999,0.778,0.846,0.9,0.755,0.0,2.0,5.0,1.0,1.0,1.0,0.0469,0.128,0.128,0.0007559999999999999,0.0813,0.0206,0.883,0.939,0.6759999999999999,0.561,0.913,0.107,0.51,0.316,0.674,120.984,119.986,119.018,4.0,4.0,4.0,15
OSAMA,2628,2019-12-13,"MO3, ",19,Why,All I Know,Stack It Up,198906,154927.0,191641.0,0.607,0.677,0.754,0.506,0.569,0.471,10.0,11.0,1.0,0.0,0.0,0.0,0.436,0.407,0.366,0.255,0.0667,0.0438,0.0,0.0,0.0,0.243,0.257,0.0915,0.6759999999999999,0.495,0.326,137.775,84.727,134.137,4.0,4.0,4.0,51
OTBS (Off The Benue Shore) [Extended Version],71033,2021-08-13,"Lypseghandi, ",7,Son Of Amos - Extended Version,Amazing Grace - Extended Version,Everyday - Extended Version,216000,156029.0,185025.0,0.407,0.451,0.768,0.547,0.662,0.687,1.0,1.0,6.0,1.0,1.0,1.0,0.163,0.342,0.0428,0.0882,0.106,0.53,0.0,0.0,0.0,0.153,0.204,0.0901,0.65,0.48,0.8290000000000001,60.334,99.285,99.952,3.0,4.0,4.0,12
OVNI (Orchestre virtuose national incompétent) [Edition bonus Louis XIV],119664,2011,"Odezenne, ",20,Des chapeaux dans des lapins,Saxophone,Chewing gum,62647,220705.0,213182.0,0.333,0.74,0.657,0.642,0.49,0.43,8.0,7.0,2.0,1.0,1.0,0.0,0.477,0.109,0.458,0.939,0.332,0.21600000000000005,1.87e-05,6.47e-06,0.0,0.747,0.173,0.0842,0.3,0.63,0.8740000000000001,120.274,89.986,172.051,5.0,4.0,4.0,43
OVO,8085,2000-06-12,"Peter Gabriel, ",12,The Story Of OVO,Low Light,The Time Of The Turning,321040,397253.0,305853.0,0.639,0.0613,0.561,0.573,0.0702,0.363,1.0,8.0,2.0,0.0,1.0,0.0,0.309,0.0402,0.0328,0.522,0.7829999999999999,0.469,0.0,0.8640000000000001,0.00103,0.271,0.108,0.13699999999999998,0.495,0.0287,0.251,71.907,56.268,93.836,4.0,4.0,4.0,14
OXG,130108,2018-04-10,"Timna Momentus, ",3,XD,Crystals,Beryllium,232440,307559.0,304724.0,0.728,0.706,0.731,0.62,0.695,0.753,1.0,2.0,7.0,1.0,1.0,1.0,0.0546,0.0516,0.0607,0.0199,0.0374,0.000376,0.777,0.857,0.955,0.383,0.0944,0.123,0.331,0.15,0.647,127.037,126.995,127.006,4.0,4.0,4.0,1
Oak Ridge Boys Collection,140182,1992-01-01,"The Oak Ridge Boys, ",14,Leaving Louisiana In The Broad Daylight,Y'all Come Back Saloon,Elvira,178733,175600.0,158960.0,0.598,0.6859999999999999,0.815,0.6779999999999999,0.452,0.42,5.0,2.0,0.0,1.0,1.0,1.0,0.0343,0.0558,0.0296,0.231,0.0952,0.35100000000000003,3.17e-05,0.000104,0.000148,0.28600000000000003,0.159,0.0574,0.775,0.735,0.917,95.585,82.73,126.521,4.0,4.0,4.0,43
Obbatuke,104677,2017-12-18,"Obbatuke, ",5,Biancamo,Homenaje Al Benny,Yambu Arara,383480,361838.0,306746.0,0.608,0.59,0.439,0.657,0.782,0.442,1.0,1.0,1.0,1.0,0.0,0.0,0.23,0.371,0.0649,0.7070000000000001,0.623,0.524,1.24e-05,7.929999999999999e-05,2.04e-06,0.17,0.0585,0.0549,0.916,0.8440000000000001,0.767,112.383,149.391,91.422,3.0,4.0,4.0,12
Obituary,63054,2017-03-17,"Obituary, ",11,Brave,Sentence Day,A Lesson in Vengeance,134960,169291.0,187556.0,0.331,0.211,0.402,0.962,0.961,0.836,3.0,3.0,7.0,1.0,1.0,1.0,0.0698,0.0787,0.0535,5.43e-06,6.44e-06,7.28e-06,0.0136,0.0223,0.027000000000000003,0.113,0.0282,0.335,0.28600000000000003,0.156,0.488,104.731,175.399,67.554,4.0,4.0,4.0,34
Obnoxious Liberal: The Musical,55775,2018-11-25,"Rio Romeo, ",9,Golddiging Anthem,Small Towns,Everyday I Get More Gay,78551,133513.0,128010.0,0.578,0.544,0.529,0.249,0.232,0.264,0.0,0.0,0.0,1.0,1.0,1.0,0.0531,0.0854,0.0588,0.972,0.965,0.962,1.64e-05,0.0,0.011,0.105,0.0891,0.333,0.12,0.128,0.128,118.78,204.238,108.539,4.0,3.0,4.0,35
Obras Cumbres,143028,2021-03-05,"Los Fabulosos Cadillacs, ",25,Vasos Vacíos - Remasterizado 2008,Matador - Remasterizado 2008,Siguiendo la Luna - Remasterizado 2008,279986,275893.0,291973.0,0.7070000000000001,0.5429999999999999,0.733,0.672,0.962,0.602,7.0,4.0,7.0,1.0,0.0,1.0,0.0352,0.106,0.084,0.349,0.0272,0.0121,1.98e-05,0.0273,4.64e-06,0.382,0.09,0.0642,0.963,0.639,0.8320000000000001,134.639,193.664,80.472,4.0,4.0,4.0,47
Obras-Primas,117471,1996-01-01,"Nara Leão, ",14,Opinião,Meditação,O Barquinho,153226,138040.0,187093.0,0.444,0.586,0.682,0.5429999999999999,0.41,0.201,11.0,7.0,1.0,0.0,0.0,0.0,0.0518,0.0327,0.0573,0.6809999999999999,0.743,0.8590000000000001,1e-06,0.00298,0.256,0.145,0.368,0.0929,0.735,0.5329999999999999,0.499,161.233,83.49600000000002,144.523,4.0,4.0,4.0,45
Ocean Eyes (Deluxe Version),14748,2009-01-01,"Owl City, ",19,Cave In,The Bird And The Worm,Hello Seattle,242173,207533.0,167186.0,0.667,0.556,0.616,0.733,0.615,0.7440000000000001,1.0,1.0,5.0,1.0,1.0,0.0,0.0333,0.029,0.0283,0.000721,0.0249,0.00223,0.000177,0.0,0.0,0.225,0.127,0.158,0.649,0.6,0.74,135.036,83.477,118.995,4.0,4.0,4.0,57
Odd - The 4th Album,76115,2015-05-18,"SHINee, ",11,Odd Eye,Love Sick,View,201449,200181.0,190821.0,0.634,0.6990000000000001,0.728,0.7090000000000001,0.792,0.8009999999999999,5.0,1.0,6.0,0.0,1.0,0.0,0.0942,0.0445,0.0439,0.364,0.241,0.04,3.67e-06,0.0,0.0,0.151,0.136,0.0415,0.424,0.6859999999999999,0.6559999999999999,136.088,98.979,123.953,4.0,4.0,4.0,53
Off The Beaten Path (Deluxe Edition),20077,2013-01-01,"Justin Moore, ",16,Old Back In The New School,Beer,Lettin' The Night Roll,177306,193320.0,203120.0,0.653,0.527,0.542,0.846,0.802,0.8590000000000001,8.0,1.0,2.0,1.0,1.0,1.0,0.0288,0.035,0.0424,0.0381,0.0518,0.0873,1.61e-06,0.0,0.0,0.0892,0.211,0.145,0.867,0.69,0.637,98.029,151.94799999999995,140.9,4.0,4.0,4.0,50
Off To The Races,3873,2018-03-30,"Jukebox The Ghost, ",10,Jumpstarted,Everybody's Lonely,People Go Home,262626,185693.0,163680.0,0.514,0.493,0.657,0.718,0.746,0.81,7.0,0.0,11.0,1.0,1.0,1.0,0.0533,0.0586,0.0564,0.425,0.133,0.00113,0.0,0.0,0.00186,0.35200000000000004,0.36,0.0905,0.594,0.485,0.6990000000000001,172.002,184.144,145.99,4.0,4.0,4.0,53
Off Top Pt. 1,60089,2020-12-11,"HTN, ",19,Progress,Step Up,Hash,83000,102800.0,139166.0,0.407,0.35,0.522,0.435,0.392,0.385,6.0,9.0,4.0,1.0,0.0,0.0,0.281,0.392,0.149,0.462,0.318,0.4970000000000001,0.00137,0.0264,0.0857,0.687,0.6409999999999999,0.207,0.525,0.307,0.608,168.988,164.49900000000005,84.368,4.0,4.0,4.0,2
Oggy's Mind,125582,2021-04-03,"VikiSoul, ",5,Observer,Herbal,Renegade,146450,148277.0,180624.0,0.62,0.542,0.703,0.5820000000000001,0.39,0.7190000000000001,9.0,5.0,1.0,0.0,1.0,0.0,0.0302,0.0331,0.0532,0.297,0.426,0.006490000000000001,0.903,0.762,0.326,0.0996,0.14400000000000002,0.0878,0.264,0.154,0.5489999999999999,104.141,105.386,120.0,4.0,4.0,4.0,17
Ogopogo Punk,139953,2016-11-14,"The Evaporators, ",9,I Can't Be Shaved!,Ogopogo Punk,Eat to Win,88146,127706.0,135560.0,0.403,0.531,0.487,0.978,0.897,0.853,2.0,7.0,7.0,1.0,1.0,1.0,0.1,0.0833,0.0359,0.006,0.0507,0.00173,2.92e-05,3.23e-06,1.49e-05,0.0658,0.0849,0.0959,0.53,0.92,0.601,170.077,167.903,165.263,4.0,4.0,4.0,7
Ogrody Mixtape,745,2019-12-29,"Kukon, ",10,O.H.S 2014,Miniówa,Ekipa No-Logo,224053,212040.0,190893.0,0.758,0.8540000000000001,0.872,0.574,0.5539999999999999,0.417,9.0,11.0,9.0,1.0,1.0,0.0,0.315,0.436,0.443,0.5579999999999999,0.607,0.495,0.0,1.19e-05,0.0,0.0972,0.142,0.0818,0.32299999999999995,0.418,0.421,85.98700000000002,91.012,86.029,4.0,4.0,4.0,55
Oh Wonder,3980,2015-09-04,"Oh Wonder, ",15,Livewire,Body Gold,Technicolour Beat,203585,184524.0,180119.0,0.625,0.7170000000000001,0.597,0.434,0.49,0.363,10.0,11.0,5.0,1.0,0.0,0.0,0.0391,0.091,0.0314,0.5660000000000001,0.583,0.626,0.0202,2.54e-06,2.9600000000000005e-05,0.119,0.32299999999999995,0.0848,0.166,0.16899999999999998,0.0785,116.8,135.02,130.02200000000002,4.0,4.0,4.0,66
Ohana,74944,2016-04-29,"Pepper, ",10,Start You Up,Vacation,The Invite,219600,172813.0,220906.0,0.743,0.622,0.914,0.445,0.48,0.578,5.0,7.0,0.0,0.0,1.0,1.0,0.0641,0.0955,0.0378,0.0106,0.302,0.0112,0.000233,0.0,0.0,0.0871,0.36,0.0858,0.418,0.306,0.736,75.001,148.205,90.06200000000003,4.0,4.0,4.0,38
Ohms,16641,2020-09-25,"Deftones, ",10,Genesis,Ceremony,Urantia,317281,207752.0,270476.0,0.18,0.281,0.297,0.861,0.665,0.908,0.0,4.0,5.0,0.0,1.0,0.0,0.0727,0.0651,0.0415,2.56e-05,0.000792,9.95e-06,0.425,0.0841,0.848,0.644,0.109,0.14,0.101,0.195,0.27,128.165,147.122,110.936,4.0,4.0,5.0,56
"Oir, Ver y Cantar",46985,2011-06-14,"Aldeskuido, ",10,Candela,Mora,"Oir, Ver y Cantar",205626,192813.0,193200.0,0.7340000000000001,0.769,0.767,0.867,0.892,0.843,5.0,1.0,4.0,0.0,0.0,1.0,0.0751,0.0968,0.0662,0.527,0.0985,0.335,0.0,0.00447,0.0454,0.336,0.0361,0.139,0.898,0.682,0.963,101.961,94.981,120.06,4.0,4.0,4.0,39
Ojalá Que Llueva Café,2734,1989-01-01,"Juan Luis Guerra 4.40, ",8,Visa para un Sueño,Ojalá Que Llueva Café,Razones,208013,253333.0,239120.0,0.7440000000000001,0.569,0.5820000000000001,0.894,0.809,0.925,7.0,7.0,11.0,0.0,1.0,0.0,0.0558,0.0406,0.044,0.488,0.279,0.246,4.31e-05,0.0,0.0,0.109,0.343,0.17600000000000002,0.961,0.815,0.91,136.123,115.912,107.922,4.0,4.0,4.0,52
Ojitos Hermosos,154292,2021-03-10,"Aventureros Los Principez de la Musica P'urhépecha, ",11,Ojitos Hermosos,Raquelita,Jimbo Kan,243135,192226.0,185206.0,0.6940000000000001,0.746,0.682,0.89,0.818,0.818,2.0,9.0,9.0,1.0,1.0,1.0,0.0302,0.0301,0.0304,0.419,0.151,0.362,0.000148,0.000123,0.000423,0.35100000000000003,0.173,0.325,0.7709999999999999,0.807,0.835,126.017,125.008,126.936,4.0,4.0,4.0,15
Oklahoma Breakdown,77460,2021-08-13,"Toby Keith, ",3,Oklahoma Breakdown,Old School,Happy Birthday America,211609,193725.0,258109.0,0.652,0.613,0.726,0.883,0.851,0.606,2.0,10.0,3.0,1.0,1.0,1.0,0.0294,0.0776,0.029,0.00991,0.0539,0.126,5.78e-05,6.62e-06,1.26e-05,0.225,0.0443,0.0851,0.82,0.958,0.37,104.047,167.953,112.011,4.0,4.0,4.0,41
Okrece se kolo srece,55409,1985,"Kemal Malovčić, ",9,Okrece se kolo srece,Ja nisam srecan covek,Blago onom s kim si sada,187093,218506.0,207693.0,0.6679999999999999,0.333,0.754,0.7879999999999999,0.67,0.52,10.0,7.0,0.0,1.0,0.0,0.0,0.0422,0.0377,0.031,0.0978,0.129,0.159,0.0,0.000391,0.0,0.32,0.767,0.252,0.88,0.595,0.933,128.19299999999998,163.457,120.052,4.0,4.0,4.0,29
Omega La La,146356,2011-06-21,"Rubblebucket, ",11,Down in the Yards,L'homme,Silly Fathers,259428,269747.0,250372.0,0.611,0.591,0.7809999999999999,0.742,0.893,0.616,0.0,8.0,8.0,1.0,1.0,1.0,0.0377,0.0307,0.0335,0.105,0.0201,0.0334,0.0081,0.865,0.00177,0.111,0.0967,0.124,0.32,0.946,0.899,99.02,140.003,115.981,3.0,4.0,4.0,37
"One Light, One Sun",12861,1985,"Raffi, ",16,Time to Sing,Apples And Bananas,Take Me Out to the Ballgame,106333,98040.0,125000.0,0.6579999999999999,0.8440000000000001,0.493,0.244,0.136,0.281,11.0,5.0,11.0,0.0,1.0,1.0,0.0352,0.067,0.0433,0.752,0.7490000000000001,0.757,0.0,5.24e-06,1.69e-06,0.153,0.0871,0.217,0.882,0.926,0.737,174.97099999999998,140.109,144.783,4.0,4.0,3.0,52
One More Story,5922,1988-07-29,"Peter Cetera, ",10,Best of Times,One Good Woman,Peace of Mind,255533,277973.0,278533.0,0.522,0.7609999999999999,0.6559999999999999,0.805,0.48,0.605,7.0,7.0,2.0,0.0,1.0,1.0,0.0571,0.0298,0.0267,0.193,0.537,0.313,0.000745,0.000151,3.85e-05,0.118,0.0535,0.125,0.778,0.6890000000000001,0.8440000000000001,193.571,124.163,113.228,4.0,4.0,4.0,39
One Wish (feat. Soulya Id),56284,2017-06-09,"D.White, ",12,Follow Me,One Wish,Walking,432799,400483.0,386413.0,0.647,0.66,0.629,0.905,0.807,0.7509999999999999,11.0,0.0,6.0,0.0,1.0,1.0,0.0291,0.0306,0.0305,0.000575,0.000647,0.0279,0.00349,0.202,0.00758,0.0832,0.0891,0.0654,0.97,0.947,0.879,115.002,109.996,109.999,4.0,4.0,4.0,28
Oni,18916,2021-06-22,"YFU Baby, ",3,Turn You,Poison,Yabai,206550,163424.0,222441.0,0.7090000000000001,0.574,0.7509999999999999,0.528,0.455,0.25,0.0,1.0,9.0,1.0,1.0,1.0,0.113,0.248,0.094,0.000487,0.0103,0.00912,0.00873,0.0,0.000491,0.13699999999999998,0.848,0.0804,0.315,0.513,0.0691,94.959,80.061,121.799,4.0,4.0,4.0,22
Only Diamonds Cut Diamonds,136675,2019-11-08,"Vegyn, ",16,Blue Verb,Nauseous / Devilish,That Ain't No Dang Cat!,142823,143466.0,96453.0,0.621,0.6459999999999999,0.807,0.469,0.46,0.867,1.0,6.0,9.0,1.0,1.0,0.0,0.0568,0.328,0.241,0.197,0.7609999999999999,0.937,0.151,0.000153,0.872,0.727,0.115,0.277,0.853,0.507,0.8270000000000001,157.2,140.03799999999998,123.002,4.0,4.0,4.0,49
Onward (Original Motion Picture Soundtrack),7893,2020-02-28,"Mychael Danna, Jeff Danna, ",45,Carried Me With You,Quests Of Yore,The World Was Full Of Wonder,213732,52708.0,97120.0,0.639,0.115,0.32299999999999995,0.6659999999999999,0.336,0.382,0.0,0.0,4.0,1.0,0.0,1.0,0.0636,0.0352,0.0335,0.271,0.8490000000000001,0.799,0.0,0.888,0.848,0.111,0.103,0.145,0.3720000000000001,0.0677,0.128,98.384,94.764,150.304,4.0,3.0,3.0,54
Oodles of Doodles,142680,2012-03-06,"Jonwayne, ",43,Fireflies,1 for Kutmah,Dat Ass,145040,95200.0,110466.0,0.598,0.8320000000000001,0.835,0.255,0.5329999999999999,0.336,2.0,10.0,4.0,0.0,1.0,1.0,0.0626,0.35200000000000004,0.0477,0.932,0.116,0.258,0.894,0.8240000000000001,0.921,0.194,0.087,0.0866,0.16,0.6759999999999999,0.28800000000000003,79.46300000000002,122.208,32.804,4.0,3.0,3.0,20
Oove Is Rare,2669,2018-04-01,"Harmony Tividad, ",18,Hazy,Luck Surprise,Everybody Else Who Ever Gave Me Head,162357,46344.0,97186.0,0.395,0.552,0.544,0.0594,0.00994,0.205,8.0,0.0,7.0,1.0,1.0,1.0,0.0492,0.0421,0.0387,0.971,0.936,0.937,4.55e-05,0.0,0.000794,0.131,0.126,0.108,0.426,0.373,0.65,183.067,74.245,145.577,4.0,4.0,4.0,7
Ophelia (Original Motion Picture Soundtrack),9799,2019-06-28,"Steven Price, ",19,Ophelia,Little More Than A Boy,I Should Tell You My Story Myself,232306,111693.0,164053.0,0.421,0.527,0.257,0.377,0.464,0.244,11.0,2.0,11.0,0.0,1.0,0.0,0.0291,0.0312,0.0332,0.555,0.368,0.7509999999999999,0.8079999999999999,0.0909,0.937,0.172,0.179,0.0847,0.154,0.779,0.0747,100.019,95.886,84.146,4.0,4.0,4.0,32
Opkog,2545,2005-01-01,"Diskofil, ",22,Velkommen,Opkog Til Det Danske Folk,"Det Er Sommer, Det Er Sol Og Det Er Søndag - Bodil Kjers Radiomix",64253,116933.0,226973.0,0.632,0.794,0.758,0.7959999999999999,0.823,0.985,2.0,10.0,4.0,0.0,0.0,1.0,0.489,0.056,0.163,0.28800000000000003,0.0255,0.0289,0.0,0.00558,0.0,0.101,0.0678,0.736,0.8390000000000001,0.836,0.698,76.086,131.04,130.042,4.0,4.0,4.0,17
"Opm Presents: Young Nation, Vol. 2",49818,2019-08-09,"Various Artists, ",18,Intro in Color,Swervin,Real Time,99261,227766.0,127584.0,0.58,0.787,0.82,0.574,0.448,0.51,10.0,4.0,10.0,1.0,0.0,0.0,0.457,0.369,0.394,0.601,0.104,0.0254,6.04e-05,0.0,0.0,0.181,0.102,0.289,0.0718,0.16399999999999998,0.59,81.02199999999998,143.997,140.037,4.0,4.0,4.0,35
Oqoti,146983,2021-02-14,"Willie of Wilshire, ",12,Good Times,Wifey,Bubble Gum & Long Nails,167419,163921.0,210580.0,0.75,0.894,0.823,0.267,0.498,0.655,8.0,11.0,8.0,1.0,0.0,1.0,0.272,0.33,0.123,0.606,0.151,0.0163,0.0,1.33e-05,2.89e-06,0.118,0.0884,0.177,0.42,0.8009999999999999,0.7559999999999999,93.006,153.05700000000004,77.487,4.0,4.0,4.0,1
Oqqan daryo oqaveradi,97663,1999-05-12,"Yulduz Usmonova, ",14,Oqqan daryo oqaveradi,Ayrilma,Qiyomatni o'ylang,240893,288213.0,239546.0,0.581,0.589,0.654,0.609,0.608,0.706,2.0,7.0,2.0,0.0,1.0,0.0,0.04,0.0524,0.0469,0.112,0.142,0.275,0.0,0.0,2.07e-05,0.163,0.324,0.0488,0.565,0.499,0.927,94.407,164.02599999999995,176.012,3.0,4.0,4.0,11
Oranges & Lemons,20961,1989,"XTC, ",15,Garden Of Earthly Delights - 2001 Remaster,Mayor Of Simpleton - 2001 Remaster,King For A Day - 2001 Remaster,303666,238050.0,217570.0,0.57,0.56,0.738,0.971,0.966,0.8590000000000001,10.0,7.0,0.0,1.0,1.0,0.0,0.0612,0.0309,0.0352,0.00715,0.0208,0.0749,1.95e-06,0.000117,0.00014,0.35,0.292,0.277,0.79,0.928,0.682,120.597,139.265,121.123,4.0,4.0,4.0,38
Oregon to Virginia,18303,2019-02-14,"The Riverside, ",8,"Oregon, Virginia",Sierra,"Spring Cave-in, Slumbering",234500,251000.0,366000.0,0.5429999999999999,0.417,0.5710000000000001,0.29600000000000004,0.342,0.182,2.0,2.0,9.0,1.0,1.0,1.0,0.0311,0.0374,0.0393,0.862,0.892,0.6609999999999999,0.0252,0.00884,0.000343,0.225,0.117,0.132,0.343,0.355,0.391,169.535,176.18400000000003,139.02200000000002,3.0,4.0,4.0,31
Orgullo De Mujer,117792,2006,"Alicia Villarreal, ",10,Me Gustas,El Daño,Que No Se Entere,180666,157200.0,170760.0,0.6729999999999999,0.439,0.424,0.321,0.391,0.325,11.0,4.0,5.0,1.0,1.0,1.0,0.0357,0.0694,0.0321,0.6890000000000001,0.51,0.526,5.04e-06,0.000262,1.18e-05,0.354,0.131,0.31,0.488,0.47,0.389,80.112,178.957,168.178,4.0,3.0,4.0,49
Orgánico,16871,2020-07-17,"Brytiago, ",16,Imán,Olvidando,Tik Tok,210493,229013.0,176026.0,0.7509999999999999,0.767,0.755,0.693,0.672,0.6729999999999999,1.0,2.0,7.0,1.0,0.0,1.0,0.172,0.182,0.308,0.303,0.12,0.511,1.32e-05,6.18e-05,8.76e-06,0.626,0.695,0.0977,0.547,0.585,0.433,135.056,171.99599999999995,170.023,4.0,4.0,4.0,50
Original Music for the Movies of Federico Fellini,64502,2010-09-01,"Nino Rota, Pino Calvi, StudioConductor, ",22,Amarcord,Amarcord: La fogaraccia,Amarcord: Le manine di primavera,125733,134026.0,189333.0,0.273,0.679,0.316,0.161,0.482,0.111,11.0,2.0,0.0,1.0,0.0,1.0,0.0349,0.0377,0.0372,0.342,0.7240000000000001,0.903,0.505,0.942,0.315,0.223,0.102,0.13,0.355,0.93,0.481,129.359,129.23,140.405,4.0,4.0,4.0,42
Orme Dugas,66225,2016-09-09,"Jared & The Mill, ",5,"Lost, Scared & Tired",Keep Me Going,Still Alone,292173,208886.0,228520.0,0.479,0.364,0.562,0.713,0.687,0.7759999999999999,10.0,2.0,7.0,1.0,1.0,1.0,0.0288,0.0382,0.0319,0.00499,0.0143,0.00345,1.91e-06,1.21e-05,0.0161,0.102,0.114,0.335,0.24,0.451,0.8240000000000001,106.498,170.033,150.04399999999995,4.0,4.0,4.0,33
"Orphans: Brawlers, Bawlers & Bastards (Remastered)",69396,2006-11-21,"Tom Waits, ",56,Lie To Me,LowDown,2:19,130013,255240.0,302306.0,0.488,0.277,0.6890000000000001,0.86,0.917,0.851,8.0,4.0,5.0,1.0,1.0,0.0,0.199,0.0448,0.111,0.529,0.16399999999999998,0.581,0.00503,0.191,0.051,0.142,0.0824,0.374,0.892,0.708,0.778,85.41799999999998,208.08,147.88,4.0,4.0,4.0,48
